Address: 0x0001d2ee, Set: 0x2E, Miss, Tag: 0x0001D
Address: 0x0008b9fd, Set: 0x9F, Hit, Tag: 0x0008B
Address: 0x00008e7f, Set: 0xE7, Hit, Tag: 0x00008
Address: 0x0001641c, Set: 0x41, Hit, Tag: 0x00016
Address: 0x00010ba1, Set: 0xBA, Miss, Tag: 0x00010
Address: 0x000f8cf1, Set: 0xCF, Hit, Tag: 0x000F8
Address: 0x000f8223, Set: 0x22, Miss, Tag: 0x000F8
Address: 0x0008841e, Set: 0x41, Hit, Tag: 0x00088
Address: 0x0001d676, Set: 0x67, Hit, Tag: 0x0001D
Address: 0x0001049a, Set: 0x49, Hit, Tag: 0x00010
Address: 0x00008abd, Set: 0xAB, Hit, Tag: 0x00008
Address: 0x000b5d0e, Set: 0xD0, Hit, Tag: 0x000B5
Address: 0x00008a28, Set: 0xA2, Hit, Tag: 0x00008
Address: 0x000ded3d, Set: 0xD3, Hit, Tag: 0x000DE
Address: 0x0001176f, Set: 0x76, Hit, Tag: 0x00011
Address: 0x000f149f, Set: 0x49, Hit, Tag: 0x000F1
Address: 0x00016875, Set: 0x87, Hit, Tag: 0x00016
Address: 0x0001a9f5, Set: 0x9F, Hit, Tag: 0x0001A
Address: 0x000cb025, Set: 0x02, Hit, Tag: 0x000CB
Address: 0x000bd894, Set: 0x89, Hit, Tag: 0x000BD
Address: 0x00019165, Set: 0x16, Hit, Tag: 0x00019
Address: 0x000b6eeb, Set: 0xEE, Hit, Tag: 0x000B6
Address: 0x000b8b8c, Set: 0xB8, Miss, Tag: 0x000B8
Address: 0x000134c2, Set: 0x4C, Hit, Tag: 0x00013
Address: 0x00014fa5, Set: 0xFA, Miss, Tag: 0x00014
Address: 0x00012378, Set: 0x37, Miss, Tag: 0x00012
Address: 0x0000c082, Set: 0x08, Hit, Tag: 0x0000C
Address: 0x00014840, Set: 0x84, Hit, Tag: 0x00014
Address: 0x000da0ce, Set: 0x0C, Hit, Tag: 0x000DA
Address: 0x0001c69b, Set: 0x69, Miss, Tag: 0x0001C
Address: 0x00011736, Set: 0x73, Hit, Tag: 0x00011
Address: 0x00017919, Set: 0x91, Hit, Tag: 0x00017
Address: 0x000182c4, Set: 0x2C, Hit, Tag: 0x00018
Address: 0x0001b060, Set: 0x06, Miss, Tag: 0x0001B
Address: 0x00084481, Set: 0x48, Hit, Tag: 0x00084
Address: 0x0001706b, Set: 0x06, Hit, Tag: 0x00017
Address: 0x000bf9d3, Set: 0x9D, Hit, Tag: 0x000BF
Address: 0x0001292b, Set: 0x92, Hit, Tag: 0x00012
Address: 0x000155bb, Set: 0x5B, Miss, Tag: 0x00015
Address: 0x000b1870, Set: 0x87, Hit, Tag: 0x000B1
Address: 0x00082bc3, Set: 0xBC, Hit, Tag: 0x00082
Address: 0x000120d9, Set: 0x0D, Hit, Tag: 0x00012
Address: 0x000fde7c, Set: 0xE7, Hit, Tag: 0x000FD
Address: 0x0001e969, Set: 0x96, Hit, Tag: 0x0001E
Address: 0x000d81fb, Set: 0x1F, Hit, Tag: 0x000D8
Address: 0x0000fbac, Set: 0xBA, Hit, Tag: 0x0000F
Address: 0x0001063e, Set: 0x63, Miss, Tag: 0x00010
Address: 0x0000970d, Set: 0x70, Hit, Tag: 0x00009
Address: 0x0001703f, Set: 0x03, Hit, Tag: 0x00017
Address: 0x00085cdb, Set: 0xCD, Hit, Tag: 0x00085
Address: 0x00015751, Set: 0x75, Miss, Tag: 0x00015
Address: 0x00016875, Set: 0x87, Hit, Tag: 0x00016
Address: 0x00080209, Set: 0x20, Hit, Tag: 0x00080
Address: 0x0000adf3, Set: 0xDF, Hit, Tag: 0x0000A
Address: 0x000b505f, Set: 0x05, Miss, Tag: 0x000B5
Address: 0x00012586, Set: 0x58, Hit, Tag: 0x00012
Address: 0x0000ce51, Set: 0xE5, Miss, Tag: 0x0000C
Address: 0x000a945e, Set: 0x45, Hit, Tag: 0x000A9
Address: 0x0001df3a, Set: 0xF3, Miss, Tag: 0x0001D
Address: 0x000a55eb, Set: 0x5E, Hit, Tag: 0x000A5
Address: 0x000125fc, Set: 0x5F, Hit, Tag: 0x00012
Address: 0x00015f01, Set: 0xF0, Hit, Tag: 0x00015
Address: 0x000e282c, Set: 0x82, Miss, Tag: 0x000E2
Address: 0x00090308, Set: 0x30, Miss, Tag: 0x00090
Address: 0x00009d03, Set: 0xD0, Hit, Tag: 0x00009
Address: 0x0008b012, Set: 0x01, Hit, Tag: 0x0008B
Address: 0x000d1e75, Set: 0xE7, Hit, Tag: 0x000D1
Address: 0x0000e015, Set: 0x01, Hit, Tag: 0x0000E
Address: 0x000141a3, Set: 0x1A, Hit, Tag: 0x00014
Address: 0x00085eda, Set: 0xED, Hit, Tag: 0x00085
Address: 0x000a9ee2, Set: 0xEE, Miss, Tag: 0x000A9
Address: 0x0008b012, Set: 0x01, Hit, Tag: 0x0008B
Address: 0x00018dd3, Set: 0xDD, Hit, Tag: 0x00018
Address: 0x00013a38, Set: 0xA3, Hit, Tag: 0x00013
Address: 0x000083e5, Set: 0x3E, Hit, Tag: 0x00008
Address: 0x000a9fd5, Set: 0xFD, Miss, Tag: 0x000A9
Address: 0x000c9287, Set: 0x28, Hit, Tag: 0x000C9
Address: 0x000089a8, Set: 0x9A, Hit, Tag: 0x00008
Address: 0x000b505f, Set: 0x05, Hit, Tag: 0x000B5
Address: 0x000a92bd, Set: 0x2B, Miss, Tag: 0x000A9
Address: 0x0000c7e9, Set: 0x7E, Hit, Tag: 0x0000C
Address: 0x000d08f9, Set: 0x8F, Hit, Tag: 0x000D0
Address: 0x000df355, Set: 0x35, Hit, Tag: 0x000DF
Address: 0x000c3c7e, Set: 0xC7, Hit, Tag: 0x000C3
Address: 0x0001f233, Set: 0x23, Hit, Tag: 0x0001F
Address: 0x000ae24c, Set: 0x24, Miss, Tag: 0x000AE
Address: 0x000f149f, Set: 0x49, Hit, Tag: 0x000F1
Address: 0x000a6db5, Set: 0xDB, Miss, Tag: 0x000A6
Address: 0x00015a9e, Set: 0xA9, Hit, Tag: 0x00015
Address: 0x00013d91, Set: 0xD9, Hit, Tag: 0x00013
Address: 0x0001c20b, Set: 0x20, Hit, Tag: 0x0001C
Address: 0x0000d1ad, Set: 0x1A, Hit, Tag: 0x0000D
Address: 0x0000eade, Set: 0xAD, Hit, Tag: 0x0000E
Address: 0x0000ce00, Set: 0xE0, Miss, Tag: 0x0000C
Address: 0x0009ff80, Set: 0xF8, Miss, Tag: 0x0009F
Address: 0x0001efbf, Set: 0xFB, Hit, Tag: 0x0001E
Address: 0x000ac30f, Set: 0x30, Hit, Tag: 0x000AC
Address: 0x00010b0e, Set: 0xB0, Hit, Tag: 0x00010
Address: 0x000181ac, Set: 0x1A, Miss, Tag: 0x00018
Address: 0x0009c089, Set: 0x08, Hit, Tag: 0x0009C
Address: 0x000ab0b9, Set: 0x0B, Hit, Tag: 0x000AB
Address: 0x000b27da, Set: 0x7D, Hit, Tag: 0x000B2
Address: 0x0001ab89, Set: 0xB8, Hit, Tag: 0x0001A
Address: 0x0009b724, Set: 0x72, Miss, Tag: 0x0009B
Address: 0x0001c333, Set: 0x33, Hit, Tag: 0x0001C
Address: 0x000f9853, Set: 0x85, Miss, Tag: 0x000F9
Address: 0x000a7c3f, Set: 0xC3, Hit, Tag: 0x000A7
Address: 0x0000e159, Set: 0x15, Miss, Tag: 0x0000E
Address: 0x000adea9, Set: 0xEA, Hit, Tag: 0x000AD
Address: 0x0001a7c4, Set: 0x7C, Hit, Tag: 0x0001A
Address: 0x000c5af8, Set: 0xAF, Miss, Tag: 0x000C5
Address: 0x0001f03d, Set: 0x03, Hit, Tag: 0x0001F
Address: 0x000e1895, Set: 0x89, Hit, Tag: 0x000E1
Address: 0x000aee0c, Set: 0xE0, Miss, Tag: 0x000AE
Address: 0x000105b2, Set: 0x5B, Miss, Tag: 0x00010
Address: 0x0001a8b1, Set: 0x8B, Hit, Tag: 0x0001A
Address: 0x000a922e, Set: 0x22, Miss, Tag: 0x000A9
Address: 0x000aafce, Set: 0xFC, Hit, Tag: 0x000AA
Address: 0x000199c8, Set: 0x9C, Hit, Tag: 0x00019
Address: 0x000b5d0e, Set: 0xD0, Hit, Tag: 0x000B5
Address: 0x000f426f, Set: 0x26, Miss, Tag: 0x000F4
Address: 0x000c64c7, Set: 0x4C, Hit, Tag: 0x000C6
Address: 0x0000d156, Set: 0x15, Miss, Tag: 0x0000D
Address: 0x0000fbb9, Set: 0xBB, Miss, Tag: 0x0000F
Address: 0x000ffed9, Set: 0xED, Hit, Tag: 0x000FF
Address: 0x00019cf5, Set: 0xCF, Hit, Tag: 0x00019
Address: 0x000dc79f, Set: 0x79, Hit, Tag: 0x000DC
Address: 0x000e8b66, Set: 0xB6, Hit, Tag: 0x000E8
Address: 0x000111ec, Set: 0x1E, Hit, Tag: 0x00011
Address: 0x000e5e53, Set: 0xE5, Hit, Tag: 0x000E5
Address: 0x00080e7c, Set: 0xE7, Hit, Tag: 0x00080
Address: 0x0001f63c, Set: 0x63, Hit, Tag: 0x0001F
Address: 0x000d55c3, Set: 0x5C, Hit, Tag: 0x000D5
Address: 0x000a8055, Set: 0x05, Hit, Tag: 0x000A8
Address: 0x000cda3a, Set: 0xA3, Hit, Tag: 0x000CD
Address: 0x0000948b, Set: 0x48, Hit, Tag: 0x00009
Address: 0x0001c39f, Set: 0x39, Hit, Tag: 0x0001C
Address: 0x000c9d75, Set: 0xD7, Hit, Tag: 0x000C9
Address: 0x000b682c, Set: 0x82, Hit, Tag: 0x000B6
Address: 0x0000d8c4, Set: 0x8C, Hit, Tag: 0x0000D
Address: 0x0001bd26, Set: 0xD2, Hit, Tag: 0x0001B
Address: 0x00014eec, Set: 0xEE, Hit, Tag: 0x00014
Address: 0x00011922, Set: 0x92, Miss, Tag: 0x00011
Address: 0x00087f24, Set: 0xF2, Hit, Tag: 0x00087
Address: 0x000d2593, Set: 0x59, Hit, Tag: 0x000D2
Address: 0x000fd95e, Set: 0x95, Hit, Tag: 0x000FD
Address: 0x00090aba, Set: 0xAB, Miss, Tag: 0x00090
Address: 0x000be3ca, Set: 0x3C, Hit, Tag: 0x000BE
Address: 0x000c64c7, Set: 0x4C, Hit, Tag: 0x000C6
Address: 0x000abe31, Set: 0xE3, Miss, Tag: 0x000AB
Address: 0x000faaa9, Set: 0xAA, Hit, Tag: 0x000FA
Address: 0x000c5af8, Set: 0xAF, Hit, Tag: 0x000C5
Address: 0x00019d55, Set: 0xD5, Hit, Tag: 0x00019
Address: 0x000b23c0, Set: 0x3C, Hit, Tag: 0x000B2
Address: 0x00093cc0, Set: 0xCC, Hit, Tag: 0x00093
Address: 0x000e5e53, Set: 0xE5, Hit, Tag: 0x000E5
Address: 0x000a374a, Set: 0x74, Hit, Tag: 0x000A3
Address: 0x000a3052, Set: 0x05, Miss, Tag: 0x000A3
Address: 0x00083632, Set: 0x63, Hit, Tag: 0x00083
Address: 0x00014b58, Set: 0xB5, Hit, Tag: 0x00014
Address: 0x0001db70, Set: 0xB7, Hit, Tag: 0x0001D
Address: 0x000d3fa8, Set: 0xFA, Hit, Tag: 0x000D3
Address: 0x00090308, Set: 0x30, Hit, Tag: 0x00090
Address: 0x00014e54, Set: 0xE5, Miss, Tag: 0x00014
Address: 0x000b6c89, Set: 0xC8, Hit, Tag: 0x000B6
Address: 0x0001292b, Set: 0x92, Hit, Tag: 0x00012
Address: 0x00090774, Set: 0x77, Miss, Tag: 0x00090
Address: 0x00008fd6, Set: 0xFD, Miss, Tag: 0x00008
Address: 0x0001f087, Set: 0x08, Miss, Tag: 0x0001F
Address: 0x0000d156, Set: 0x15, Hit, Tag: 0x0000D
Address: 0x000c748e, Set: 0x48, Hit, Tag: 0x000C7
Address: 0x000174a9, Set: 0x4A, Hit, Tag: 0x00017
Address: 0x000850b4, Set: 0x0B, Hit, Tag: 0x00085
Address: 0x0008d663, Set: 0x66, Hit, Tag: 0x0008D
Address: 0x000a8303, Set: 0x30, Hit, Tag: 0x000A8
Address: 0x0001e456, Set: 0x45, Hit, Tag: 0x0001E
Address: 0x00088751, Set: 0x75, Hit, Tag: 0x00088
Address: 0x000dcbed, Set: 0xBE, Hit, Tag: 0x000DC
Address: 0x0001c434, Set: 0x43, Hit, Tag: 0x0001C
Address: 0x00015d06, Set: 0xD0, Hit, Tag: 0x00015
Address: 0x0009f5c3, Set: 0x5C, Miss, Tag: 0x0009F
Address: 0x0000d85c, Set: 0x85, Hit, Tag: 0x0000D
Address: 0x00093cc0, Set: 0xCC, Hit, Tag: 0x00093
Address: 0x0009c476, Set: 0x47, Miss, Tag: 0x0009C
Address: 0x000d04ea, Set: 0x4E, Hit, Tag: 0x000D0
Address: 0x0000a26f, Set: 0x26, Miss, Tag: 0x0000A
Address: 0x000b3bb1, Set: 0xBB, Miss, Tag: 0x000B3
Address: 0x0000ecbf, Set: 0xCB, Miss, Tag: 0x0000E
Address: 0x000e873b, Set: 0x73, Hit, Tag: 0x000E8
Address: 0x000083f1, Set: 0x3F, Hit, Tag: 0x00008
Address: 0x00019c32, Set: 0xC3, Hit, Tag: 0x00019
Address: 0x000e2dc6, Set: 0xDC, Hit, Tag: 0x000E2
Address: 0x000e4964, Set: 0x96, Hit, Tag: 0x000E4
Address: 0x0000e7c6, Set: 0x7C, Miss, Tag: 0x0000E
Address: 0x0000a327, Set: 0x32, Hit, Tag: 0x0000A
Address: 0x0000aa8d, Set: 0xA8, Hit, Tag: 0x0000A
Address: 0x0000cbb9, Set: 0xBB, Hit, Tag: 0x0000C
Address: 0x0009dd76, Set: 0xD7, Hit, Tag: 0x0009D
Address: 0x000e60e1, Set: 0x0E, Miss, Tag: 0x000E6
Address: 0x000a972a, Set: 0x72, Miss, Tag: 0x000A9
Address: 0x00019165, Set: 0x16, Hit, Tag: 0x00019
Address: 0x00010041, Set: 0x04, Hit, Tag: 0x00010
Address: 0x000dee9c, Set: 0xE9, Hit, Tag: 0x000DE
Address: 0x000f75ab, Set: 0x5A, Hit, Tag: 0x000F7
Address: 0x000f19ce, Set: 0x9C, Hit, Tag: 0x000F1
Address: 0x0000c9f7, Set: 0x9F, Hit, Tag: 0x0000C
Address: 0x000a8d4e, Set: 0xD4, Hit, Tag: 0x000A8
Address: 0x0001e150, Set: 0x15, Miss, Tag: 0x0001E
Address: 0x00088291, Set: 0x29, Hit, Tag: 0x00088
Address: 0x000195f1, Set: 0x5F, Hit, Tag: 0x00019
Address: 0x000aaea4, Set: 0xEA, Hit, Tag: 0x000AA
Address: 0x0009c089, Set: 0x08, Hit, Tag: 0x0009C
Address: 0x00011501, Set: 0x50, Hit, Tag: 0x00011
Address: 0x000824d4, Set: 0x4D, Hit, Tag: 0x00082
Address: 0x00016a8d, Set: 0xA8, Hit, Tag: 0x00016
Address: 0x00019397, Set: 0x39, Hit, Tag: 0x00019
Address: 0x00014bee, Set: 0xBE, Hit, Tag: 0x00014
Address: 0x00014969, Set: 0x96, Hit, Tag: 0x00014
Address: 0x000d1e75, Set: 0xE7, Hit, Tag: 0x000D1
Address: 0x0001d769, Set: 0x76, Hit, Tag: 0x0001D
Address: 0x0000b0cd, Set: 0x0C, Hit, Tag: 0x0000B
Address: 0x000165f2, Set: 0x5F, Hit, Tag: 0x00016
Address: 0x000d6f8d, Set: 0xF8, Hit, Tag: 0x000D6
Address: 0x0008de2e, Set: 0xE2, Hit, Tag: 0x0008D
Address: 0x00084511, Set: 0x51, Miss, Tag: 0x00084
Address: 0x0000d525, Set: 0x52, Miss, Tag: 0x0000D
Address: 0x000182d7, Set: 0x2D, Miss, Tag: 0x00018
Address: 0x0009ff80, Set: 0xF8, Hit, Tag: 0x0009F
Address: 0x0001545e, Set: 0x45, Hit, Tag: 0x00015
Address: 0x000ad912, Set: 0x91, Hit, Tag: 0x000AD
Address: 0x000b5e74, Set: 0xE7, Hit, Tag: 0x000B5
Address: 0x0000a6d9, Set: 0x6D, Hit, Tag: 0x0000A
Address: 0x0000ba72, Set: 0xA7, Hit, Tag: 0x0000B
Address: 0x0009b724, Set: 0x72, Hit, Tag: 0x0009B
Address: 0x0008f076, Set: 0x07, Hit, Tag: 0x0008F
Address: 0x00011922, Set: 0x92, Hit, Tag: 0x00011
Address: 0x0000b755, Set: 0x75, Miss, Tag: 0x0000B
Address: 0x000ac352, Set: 0x35, Hit, Tag: 0x000AC
Address: 0x000f8ef2, Set: 0xEF, Hit, Tag: 0x000F8
Address: 0x0000dbdc, Set: 0xBD, Miss, Tag: 0x0000D
Address: 0x000d6f8d, Set: 0xF8, Hit, Tag: 0x000D6
Address: 0x0000f561, Set: 0x56, Hit, Tag: 0x0000F
Address: 0x0008d5cd, Set: 0x5C, Hit, Tag: 0x0008D
Address: 0x0001ae56, Set: 0xE5, Hit, Tag: 0x0001A
Address: 0x000ae120, Set: 0x12, Hit, Tag: 0x000AE
Address: 0x00018438, Set: 0x43, Miss, Tag: 0x00018
Address: 0x0001db70, Set: 0xB7, Hit, Tag: 0x0001D
Address: 0x0001a984, Set: 0x98, Miss, Tag: 0x0001A
Address: 0x0000a990, Set: 0x99, Hit, Tag: 0x0000A
Address: 0x000a68e8, Set: 0x8E, Miss, Tag: 0x000A6
Address: 0x0001c434, Set: 0x43, Hit, Tag: 0x0001C
Address: 0x0001dac7, Set: 0xAC, Hit, Tag: 0x0001D
Address: 0x000f6ab4, Set: 0xAB, Hit, Tag: 0x000F6
Address: 0x000e8cc1, Set: 0xCC, Hit, Tag: 0x000E8
Address: 0x00011fee, Set: 0xFE, Hit, Tag: 0x00011
Address: 0x000133d0, Set: 0x3D, Hit, Tag: 0x00013
Address: 0x0001b9c4, Set: 0x9C, Hit, Tag: 0x0001B
Address: 0x000c748e, Set: 0x48, Hit, Tag: 0x000C7
Address: 0x000b4b85, Set: 0xB8, Hit, Tag: 0x000B4
Address: 0x0001d189, Set: 0x18, Hit, Tag: 0x0001D
Address: 0x0000daef, Set: 0xAE, Hit, Tag: 0x0000D
Address: 0x000b8b8c, Set: 0xB8, Hit, Tag: 0x000B8
Address: 0x000c06fa, Set: 0x6F, Hit, Tag: 0x000C0
Address: 0x000afdae, Set: 0xDA, Miss, Tag: 0x000AF
Address: 0x0009b3ad, Set: 0x3A, Hit, Tag: 0x0009B
Address: 0x00012f40, Set: 0xF4, Hit, Tag: 0x00012
Address: 0x0009fbfa, Set: 0xBF, Hit, Tag: 0x0009F
Address: 0x000d8c00, Set: 0xC0, Hit, Tag: 0x000D8
Address: 0x000bb59d, Set: 0x59, Hit, Tag: 0x000BB
Address: 0x0009c476, Set: 0x47, Hit, Tag: 0x0009C
Address: 0x00017480, Set: 0x48, Hit, Tag: 0x00017
Address: 0x0000eac1, Set: 0xAC, Miss, Tag: 0x0000E
Address: 0x0001ea68, Set: 0xA6, Hit, Tag: 0x0001E
Address: 0x0001ac29, Set: 0xC2, Hit, Tag: 0x0001A
Address: 0x0000d902, Set: 0x90, Hit, Tag: 0x0000D
Address: 0x000e5290, Set: 0x29, Miss, Tag: 0x000E5
Address: 0x000e9c27, Set: 0xC2, Hit, Tag: 0x000E9
Address: 0x00099fc3, Set: 0xFC, Hit, Tag: 0x00099
Address: 0x000f069b, Set: 0x69, Miss, Tag: 0x000F0
Address: 0x0001be2a, Set: 0xE2, Hit, Tag: 0x0001B
Address: 0x0000fa67, Set: 0xA6, Hit, Tag: 0x0000F
Address: 0x000b994b, Set: 0x94, Miss, Tag: 0x000B9
Address: 0x00095889, Set: 0x88, Hit, Tag: 0x00095
Address: 0x0001f003, Set: 0x00, Miss, Tag: 0x0001F
Address: 0x000905dc, Set: 0x5D, Miss, Tag: 0x00090
Address: 0x000a002a, Set: 0x02, Hit, Tag: 0x000A0
Address: 0x00019e93, Set: 0xE9, Hit, Tag: 0x00019
Address: 0x0001f03d, Set: 0x03, Hit, Tag: 0x0001F
Address: 0x000bc6e6, Set: 0x6E, Hit, Tag: 0x000BC
Address: 0x00009272, Set: 0x27, Hit, Tag: 0x00009
Address: 0x0001c4df, Set: 0x4D, Hit, Tag: 0x0001C
Address: 0x0001de7c, Set: 0xE7, Hit, Tag: 0x0001D
Address: 0x0009f5c3, Set: 0x5C, Hit, Tag: 0x0009F
Address: 0x000b4080, Set: 0x08, Hit, Tag: 0x000B4
Address: 0x000a0549, Set: 0x54, Hit, Tag: 0x000A0
Address: 0x0008fa3c, Set: 0xA3, Miss, Tag: 0x0008F
Address: 0x000b13c3, Set: 0x3C, Hit, Tag: 0x000B1
Address: 0x0000aa2c, Set: 0xA2, Miss, Tag: 0x0000A
Address: 0x00018b09, Set: 0xB0, Hit, Tag: 0x00018
Address: 0x000f6b01, Set: 0xB0, Hit, Tag: 0x000F6
Address: 0x000a9ee2, Set: 0xEE, Hit, Tag: 0x000A9
Address: 0x000ae5fd, Set: 0x5F, Miss, Tag: 0x000AE
Address: 0x00013a95, Set: 0xA9, Hit, Tag: 0x00013
Address: 0x000c9e1e, Set: 0xE1, Miss, Tag: 0x000C9
Address: 0x000b33d4, Set: 0x3D, Hit, Tag: 0x000B3
Address: 0x000dd76f, Set: 0x76, Hit, Tag: 0x000DD
Address: 0x00016b81, Set: 0xB8, Hit, Tag: 0x00016
Address: 0x00011a14, Set: 0xA1, Miss, Tag: 0x00011
Address: 0x000e4bd9, Set: 0xBD, Hit, Tag: 0x000E4
Address: 0x0000ce00, Set: 0xE0, Hit, Tag: 0x0000C
Address: 0x000aaa84, Set: 0xA8, Hit, Tag: 0x000AA
Address: 0x00013b09, Set: 0xB0, Hit, Tag: 0x00013
Address: 0x000f426f, Set: 0x26, Hit, Tag: 0x000F4
Address: 0x00097a3c, Set: 0xA3, Hit, Tag: 0x00097
Address: 0x0001ed05, Set: 0xD0, Hit, Tag: 0x0001E
Address: 0x000d008f, Set: 0x08, Hit, Tag: 0x000D0
Address: 0x0001a69a, Set: 0x69, Hit, Tag: 0x0001A
Address: 0x000f2078, Set: 0x07, Hit, Tag: 0x000F2
Address: 0x0008cee0, Set: 0xEE, Hit, Tag: 0x0008C
Address: 0x000eff70, Set: 0xF7, Hit, Tag: 0x000EF
Address: 0x000b7b0f, Set: 0xB0, Hit, Tag: 0x000B7
Address: 0x000182eb, Set: 0x2E, Hit, Tag: 0x00018
Address: 0x0001d065, Set: 0x06, Hit, Tag: 0x0001D
Address: 0x0001e98e, Set: 0x98, Hit, Tag: 0x0001E
Address: 0x000905dc, Set: 0x5D, Hit, Tag: 0x00090
Address: 0x000185b3, Set: 0x5B, Hit, Tag: 0x00018
Address: 0x0009ee8b, Set: 0xE8, Hit, Tag: 0x0009E
Address: 0x000fb11c, Set: 0x11, Hit, Tag: 0x000FB
Address: 0x0000acde, Set: 0xCD, Miss, Tag: 0x0000A
Address: 0x00094523, Set: 0x52, Hit, Tag: 0x00094
Address: 0x0000eac1, Set: 0xAC, Hit, Tag: 0x0000E
Address: 0x000e9f46, Set: 0xF4, Hit, Tag: 0x000E9
Address: 0x00015461, Set: 0x46, Hit, Tag: 0x00015
Address: 0x00019ed9, Set: 0xED, Hit, Tag: 0x00019
Address: 0x0001c7de, Set: 0x7D, Hit, Tag: 0x0001C
Address: 0x00094728, Set: 0x72, Hit, Tag: 0x00094
Address: 0x000e161a, Set: 0x61, Hit, Tag: 0x000E1
Address: 0x00087a46, Set: 0xA4, Miss, Tag: 0x00087
Address: 0x000b785b, Set: 0x85, Hit, Tag: 0x000B7
Address: 0x00019165, Set: 0x16, Hit, Tag: 0x00019
Address: 0x000bd4ea, Set: 0x4E, Hit, Tag: 0x000BD
Address: 0x000136e4, Set: 0x6E, Hit, Tag: 0x00013
Address: 0x00095c0b, Set: 0xC0, Hit, Tag: 0x00095
Address: 0x0009fbfa, Set: 0xBF, Hit, Tag: 0x0009F
Address: 0x000f4b10, Set: 0xB1, Hit, Tag: 0x000F4
Address: 0x0000e63e, Set: 0x63, Miss, Tag: 0x0000E
Address: 0x0008db13, Set: 0xB1, Miss, Tag: 0x0008D
Address: 0x0000c9fc, Set: 0x9F, Hit, Tag: 0x0000C
Address: 0x0000f28a, Set: 0x28, Miss, Tag: 0x0000F
Address: 0x000fdcd5, Set: 0xCD, Hit, Tag: 0x000FD
Address: 0x000af8e9, Set: 0x8E, Hit, Tag: 0x000AF
Address: 0x00019e5c, Set: 0xE5, Hit, Tag: 0x00019
Address: 0x000a6ebc, Set: 0xEB, Hit, Tag: 0x000A6
Address: 0x00008429, Set: 0x42, Hit, Tag: 0x00008
Address: 0x000cda23, Set: 0xA2, Hit, Tag: 0x000CD
Address: 0x00080e7c, Set: 0xE7, Hit, Tag: 0x00080
Address: 0x000abb17, Set: 0xB1, Hit, Tag: 0x000AB
Address: 0x000c0ed1, Set: 0xED, Miss, Tag: 0x000C0
Address: 0x000fdc4f, Set: 0xC4, Hit, Tag: 0x000FD
Address: 0x000199e6, Set: 0x9E, Miss, Tag: 0x00019
Address: 0x000088c5, Set: 0x8C, Hit, Tag: 0x00008
Address: 0x000105d2, Set: 0x5D, Hit, Tag: 0x00010
Address: 0x000abeb1, Set: 0xEB, Miss, Tag: 0x000AB
Address: 0x000a6d4a, Set: 0xD4, Hit, Tag: 0x000A6
Address: 0x000088c5, Set: 0x8C, Hit, Tag: 0x00008
Address: 0x00011acf, Set: 0xAC, Hit, Tag: 0x00011
Address: 0x00008065, Set: 0x06, Hit, Tag: 0x00008
Address: 0x0000a679, Set: 0x67, Hit, Tag: 0x0000A
Address: 0x000f069b, Set: 0x69, Hit, Tag: 0x000F0
Address: 0x0000c9fc, Set: 0x9F, Hit, Tag: 0x0000C
Address: 0x0000f1d9, Set: 0x1D, Hit, Tag: 0x0000F
Address: 0x000c7cff, Set: 0xCF, Hit, Tag: 0x000C7
Address: 0x000fd0a3, Set: 0x0A, Hit, Tag: 0x000FD
Address: 0x000d8c00, Set: 0xC0, Hit, Tag: 0x000D8
Address: 0x000b8b8c, Set: 0xB8, Hit, Tag: 0x000B8
Address: 0x0000c083, Set: 0x08, Hit, Tag: 0x0000C
Address: 0x000ce2b2, Set: 0x2B, Hit, Tag: 0x000CE
Address: 0x0001609d, Set: 0x09, Miss, Tag: 0x00016
Address: 0x000bb26e, Set: 0x26, Hit, Tag: 0x000BB
Address: 0x000b994b, Set: 0x94, Hit, Tag: 0x000B9
Address: 0x000c89b8, Set: 0x9B, Hit, Tag: 0x000C8
Address: 0x000e9695, Set: 0x69, Hit, Tag: 0x000E9
Address: 0x000138a1, Set: 0x8A, Hit, Tag: 0x00013
Address: 0x000993f1, Set: 0x3F, Hit, Tag: 0x00099
Address: 0x000c25ab, Set: 0x5A, Miss, Tag: 0x000C2
Address: 0x00008a86, Set: 0xA8, Hit, Tag: 0x00008
Address: 0x00087a46, Set: 0xA4, Hit, Tag: 0x00087
Address: 0x000fa11f, Set: 0x11, Hit, Tag: 0x000FA
Address: 0x000b7ecb, Set: 0xEC, Hit, Tag: 0x000B7
Address: 0x00008fd6, Set: 0xFD, Hit, Tag: 0x00008
Address: 0x00095c0b, Set: 0xC0, Hit, Tag: 0x00095
Address: 0x0001ae77, Set: 0xE7, Miss, Tag: 0x0001A
Address: 0x000dd4c9, Set: 0x4C, Hit, Tag: 0x000DD
Address: 0x000cda3a, Set: 0xA3, Hit, Tag: 0x000CD
Address: 0x000136e4, Set: 0x6E, Hit, Tag: 0x00013
Address: 0x00088751, Set: 0x75, Hit, Tag: 0x00088
Address: 0x00017cda, Set: 0xCD, Hit, Tag: 0x00017
Address: 0x000f97c7, Set: 0x7C, Hit, Tag: 0x000F9
Address: 0x0000963e, Set: 0x63, Hit, Tag: 0x00009
Address: 0x0000aa8d, Set: 0xA8, Hit, Tag: 0x0000A
Address: 0x0000d5cb, Set: 0x5C, Miss, Tag: 0x0000D
